"unique_id","citation_context","citation_class_label"
"W10-4215_0","For automatically extracting these surface level mappings we will draw on the approach to learning paraphrases from a corpus that is described in @@CITATION@@ .","FUTURE"
"J97-4003_24","This description can then be given the standard set-theoretical interpretation of @@CITATION@@ , 1994 ) . '","BACKGROUND"
"D13-1115_32","@@CITATION@@ helped pave the path for cognitive-linguistic multimodal research , showing that Latent Dirichlet Allocation outperformed Latent Semantic Analysis ( Deerwester et al. , 1990 ) in the prediction of association norms .","BACKGROUND"
"J06-2002_41","A more flexible approach is used by @@CITATION@@ , where users can specify boundary values for attributes like rainfall , specifying , for example , rain counts as moderate above 7 mm/h , as heavy above 20 mm/h , and so on .","BACKGROUND"
"E03-1002_14","Collins and Duffy ( 2002 ) define a kernel over parse trees and apply it to re-ranking the output of a parser , but the resulting feature space is restricted by the need to compute the kernel efficiently , and the results are not as good as Collins ' previous work on re-ranking using a finite set of features ( @@CITATION@@ ) .","BACKGROUND"
"W01-0706_28","The shallow parser used is the SNoW-based CSCL parser ( @@CITATION@@ ; Munoz et al. , 1999 ) .","USES"
"K15-1001_12","In practice , perceptron-type algorithms are often applied in a batch learning scenario , i.e. , the algorithm is applied for K epochs to a training sample of size T and then used for prediction on an unseen test set ( Freund and Schapire , 1999 ; @@CITATION@@ ) .","COMPARES_CONTRASTS"
"W01-0706_22","Table 2 shows the results on identifying all phrases -- chunking in CoNLL2000 ( Tjong Kim @@CITATION@@ ) terminology .","USES"
"D08-1006_8","Unfortunately , as shown in ( @@CITATION@@ ) , with the represetation of sentences that we use , linear classifiers can not discriminate real sentences from sentences sampled from a trigram , which is the model we use as a baseline , so here we resort to a non-linear large-margin classifier ( see section 3 for details ) .","MOTIVATION"
"J07-1005_12","Perhaps some variation of multi-level bulleted lists , appropriately integrated with interface elements for expanding and hiding items , might provide physicians a better overview of the information landscape ; see , for example , @@CITATION@@ .","BACKGROUND"
"J04-3001_20","@@CITATION@@ have shown , in the context of base noun identification , that combining sample selection and cotraining can be an effective learning framework for large-scale training .","BACKGROUND"
"N01-1006_13","â¢ The regular TBL , as described in section 2 ; â¢ An improved version of TBL , which makes extensive use of indexes to speed up the rules ' update ; â¢ The FastTBL algorithm ; â¢ The ICA algorithm ( @@CITATION@@ ) .","COMPARES_CONTRASTS"
"P10-2059_10","For example , Jokinen and Ragni ( 2007 ) and @@CITATION@@ find that machine learning algorithms can be trained to recognise some of the functions of head movements , while Reidsma et al. ( 2009 ) show that there is a dependence between focus of attention and assignment of dialogue act labels .","BACKGROUND"
"J92-1004_6","This approach resembles the work by @@CITATION@@ and Hirschman et al. ( 1975 ) on selectional restrictions .","COMPARES_CONTRASTS"
"J92-1004_9","Unless it is desired to intentionally filter these out as being outside of the new domain , one can insert some arbitrarily small probability for these arcs , using , for example , an N-gram back-off model ( @@CITATION@@ ) .","BACKGROUND"
"P10-2059_6","feature Cohen 's k corrected k agreement 73.59 98.74 dial act 84.53 98.87 turn 73.52 99.16 Table 2 : Inter-coder agreement on feedback expression annotation Although researchers do not totally agree on how to measure agreement in various types of annotated data and on how to interpret the resulting figures , see Artstein and Poesio ( 2008 ) , it is usually assumed that Cohen 's kappa figures over 60 are good while those over 75 are excellent ( @@CITATION@@ ) .","BACKGROUND"
"D13-1115_64","To name a few examples , Rohrbach et al. ( 2010 ) and @@CITATION@@ show how semantic information from text can be used to improve zero-shot classification ( i.e. , classifying never-before-seen objects ) , and Motwani and Mooney ( 2012 ) show that verb clusters can be used to improve activity recognition in videos .","BACKGROUND"
"W02-0309_7","Empirical evidence has been brought forward that inflectional and/or derivational stemmers augmented by dictionaries indeed perform substantially better than those without access to such lexical repositories ( Krovetz , 1993 ; @@CITATION@@ ; Tzoukermann et al. , 1997 ) .","BACKGROUND"
"W01-1510_3","The XTAG group ( @@CITATION@@ ) at the University of Pennsylvania is also developing Korean , Chinese , and Hindi grammars .","BACKGROUND"
"D08-1009_14","HOLMES is given the following set of six domainindependent rules , which are similar to the upward monotone rules introduced by ( @@CITATION@@ ) .","COMPARES_CONTRASTS"
"J00-2009_0","The lexicon is used to mediate and map between a language-independent domain model and a language-dependent ontology widely used in NLG , the Upper Model ( @@CITATION@@ ) .","BACKGROUND"
"D13-1115_24","ImageNet is a large-scale and widely used image database , built on top of WordNet , which maps words into groups of images , called synsets ( @@CITATION@@ ) .","USES"
"D11-1138_19","based parsing algorithms with an arc-factored parameterization ( @@CITATION@@ ) .","USES"
"J09-4010_8","Two applications that , like help-desk , deal with question -- answer pairs are : summarization of e-mail threads ( Dalli , Xia , and Wilks 2004 ; Shrestha and McKeown 2004 ) , and answer extraction in FAQs ( Frequently Asked Questions ) ( @@CITATION@@ ;","COMPARES_CONTRASTS"
"W02-0309_19","The retrieval process relies on the vector space model ( @@CITATION@@ ) , with the cosine measure expressing the similarity between a query and a document .","USES"
"E03-1002_23","For right-branching structures , the leftcorner ancestor is the parent , conditioning on which has been found to be beneficial ( @@CITATION@@ ) , as has conditioning on the left-corner child ( Roark and Johnson , 1999 ) .","BACKGROUND"
"W06-1639_35","A few others incorporate various measures of inter-document similarity between the texts to be labeled ( Agarwal and Bhattacharyya , 2005 ; @@CITATION@@ ; Goldberg and Zhu , 2006 ) .","BACKGROUND"
"W06-1639_0","A few others incorporate various measures of inter-document similarity between the texts to be labeled ( @@CITATION@@ ; Pang and Lee , 2005 ; Goldberg and Zhu , 2006 ) .","BACKGROUND"
"J02-3002_37","This is similar to `` one sense per collocation '' idea of @@CITATION@@ .","COMPARES_CONTRASTS"
"J01-4001_12","Against the background of a growing interest in multilingual NLP , multilingual anaphora / coreference resolution has gained considerable momentum in recent years ( Aone and McKee 1993 ; Azzam , Humphreys , and Gaizauskas 1998 ; Harabagiu and Maiorano 2000 ; Mitkov and Barbu 2000 ; @@CITATION@@ ; Mitkov and Stys 1997 ; Mitkov , Belguith , and Stys 1998 ) .","BACKGROUND"
"W06-1705_31","This system has been successfully tested with the development of plug-ins supporting instant messaging , distributed video encoding ( Hughes and Walkerdine , 2005 ) , distributed virtual worlds ( Hughes et al. , 2005 ) and digital library management ( @@CITATION@@ ) .","BACKGROUND"
"D08-1034_5","be found in figure 2 , which is similar with that in @@CITATION@@ .","COMPARES_CONTRASTS"
"W14-1609_32","It is inspired by the system described in @@CITATION@@ .","MOTIVATION"
"J09-4010_28","â¢ A user study was performed , but it was either very small compared to the corpus ( Carmel , Shtalhaim , and Soffer 2000 ; Jijkoun and de Rijke 2005 ) , or the corpus itself was significantly smaller than ours ( Feng et al. 2006 ; @@CITATION@@ ) .","COMPARES_CONTRASTS"
"A00-1025_11","Although a number of methods for query-dependent text summarization are beginning to be developed and evaluated in a variety of realistic settings ( @@CITATION@@ ) , we again propose the use of vector space methods from IR , which can be easily extended to the summarization task ( Salton et al. , 1994 ) :","COMPARES_CONTRASTS"
"J97-4003_42","Riehemann 1993 ; @@CITATION@@ ; Frank 1994 ; Opalka 1995 ; Sanfilippo 1995 ) .","COMPARES_CONTRASTS"
"D09-1160_10","When we run our classifiers on resource-tight environments such as cell-phones , we can use a random feature mixing technique ( @@CITATION@@ ) or a memory-efficient trie implementation based on a succinct data structure ( Jacobson , 1989 ; Delpratt et al. , 2006 ) to reduce required memory usage .","FUTURE"
"J03-3004_10","These translations gave rise to a number of automatically constructed linguistic resources : ( 1 ) the original ( source , target ) phrasal translation pairs , ( 2 ) the marker lexicon , ( 3 ) the gen11 Thanks are due to one of the anonymous reviewers for pointing out that our wEBMT system , seeded with input from multiple translation systems , with a postvalidation process via the Web ( amounting to an n-gram target language model ) , in effect forms a multiengine MT system as described by Frederking and Nirenburg ( 1994 ) , @@CITATION@@ , and Hogan and Frederking ( 1998 ) .","COMPARES_CONTRASTS"
"P00-1007_15","A variety of statistical methods were proposed over the recent years for learning to produce a full parse of free-text sentences ( e.g. , Bod ( 1992 ) , @@CITATION@@ , Collins ( 1997 ) , Ratnaparkhi ( 1997 ) , and Sekine ( 1998 ) ) .","BACKGROUND"
"W06-3309_12","Discriminative approaches ( especially SVMs ) have been shown to be very effective for many supervised classification tasks ; see , for example , ( @@CITATION@@ ; Ng and Jordan , 2001 ) .","BACKGROUND"
"J10-3007_30","This is the approach taken by IBM Models 4 + ( Brown et al. 1993b ; @@CITATION@@ ) , and more recently by the LEAF model ( Fraser and Marcu 2007 ) .","COMPARES_CONTRASTS"
"W06-1639_17","A few others incorporate various measures of inter-document similarity between the texts to be labeled ( Agarwal and Bhattacharyya , 2005 ; Pang and Lee , 2005 ; @@CITATION@@ ) .","BACKGROUND"
"J97-4003_28","11 @@CITATION@@ proposes to unify these two steps by including an update operator in the","BACKGROUND"
"W02-1601_20","For instance , when building translation units in EBMT approaches ( Richardson et al. , 2001 ) , ( Aramaki , 2001 ) , ( AlAdhaileh & Tang , 1999 ) , ( Sato & Nagao , 1990 ) , ( Sato , 1991 ) , ( @@CITATION@@ ) , etc. , where S-SSTC can be used to represent the entries of the BKB or when S-SSTC used as an annotation schema to find the translation correspondences ( lexical and structural correspondences ) for transferrules ' extraction from parallel parsed corpus ( Menezes & Richardson , 2001 ) , ( Watanabe et al. ,","BACKGROUND"
"D13-1115_58","@@CITATION@@ introduce a new method of multimodal integration based on Canonical Correlation Analysis , and performs a systematic comparison between their CCA-based model and others on association norm prediction , held out feature prediction , and word similarity .","BACKGROUND"
"A00-1009_0","More details on how the structural divergences described in ( @@CITATION@@ ) can be accounted for using our formalism can be found in ( Nasr et al. , 1998 ) .","BACKGROUND"
"P10-4003_11","At present , the system takes into consideration the number of incorrect answers received in response to the current question and the number of uninterpretable answers .1 In addition to a remediation policy , the tutorial planner implements an error recovery policy ( @@CITATION@@ ) .","USES"
"D13-1115_62","More recently , @@CITATION@@ show that visual attribute classifiers , which have been immensely successful in object recognition ( Farhadi et al. , 2009 ) , act as excellent substitutes for feature","BACKGROUND"
"D12-1084_47","We found the same number using our previous approach ( @@CITATION@@ ) , which is roughly equivalent to our core module .","EXTENDS"
"J06-2002_23","Similar things hold for multifaceted properties like intelligence ( @@CITATION@@ ) .","BACKGROUND"
"J91-2003_36","We have shown elsewhere ( @@CITATION@@ ; Zadrozny 1987a , 1987b ) that natural language programs , such as on-line grammars and dictionaries , can be used as referential levels for commonsense reasoning -- for example , to disambiguate PP attachment .","EXTENDS"
"D12-1037_43","( Och and Ney , 2002 ; Blunsom et al. , 2008 ) used maximum likelihood estimation to learn weights for MT. ( Och , 2003 ; Moore and Quirk , 2008 ; @@CITATION@@ ; Galley and Quirk , 2011 ) employed an evaluation metric as a loss function and directly optimized it .","COMPARES_CONTRASTS"
"W02-0309_10","There has been some controversy , at least for simple stemmers ( @@CITATION@@ ; Porter , 1980 ) , about the effectiveness of morphological analysis for document retrieval ( Harman , 1991 ; Krovetz , 1993 ; Hull , 1996 ) .","BACKGROUND"
"W06-1104_29","@@CITATION@@ reported an intra-subject correlation of r = .85 for 15 subjects judging the similarity of a subset ( 36 ) of the original 65 word pairs .","COMPARES_CONTRASTS"
"D09-1056_7","Withindocument coreference resolution has been applied to produce summaries of text surrounding occurrences of the name ( @@CITATION@@ ; Gooi and Allan , 2004 ) .","BACKGROUND"
"J03-3004_30","More recently , @@CITATION@@ have proposed the exploitation of TMs at a subsentential level , while Carl , Way , and Sch Â¨ aler ( 2002 ) and Sch Â¨ aler , Way , and Carl ( 2003 , pages 108 -- 109 ) describe how phrasal lexicons might come to occupy a central place in a future hybrid integrated translation environment .","BACKGROUND"
"N04-2004_5","With a minimal set of features and a small number of lexical entries , Niyogi ( 2001 ) has successfully modeled many of the argument alternations described by Levin ( 1993 ) using a @@CITATION@@ style analysis .","BACKGROUND"
"J06-2002_5","For some adjectives , including the ones that @@CITATION@@ called evaluative ( as opposed to dimensional ) , this is clearly inadequate .","BACKGROUND"
"W00-1017_16","WIT has been implemented in Common Lisp and C on UNIX , and we have built several experimental and demonstration dialogue systems using it , including a meeting room reservation system ( @@CITATION@@b ) , a video-recording programming system , a schedule management system ( Nakano et al. , 1999a ) , and a weather infomiation system ( Dohsaka et al. , 2000 ) .","EXTENDS"
"J00-4002_2","The more conservative approach is to try to integrate existing statistical disambiguation schemes for QLFs , either individually or in a `` packed '' structure ( @@CITATION@@ ) , with the resolution process as described here .","FUTURE"
"P11-1134_23","They proved to be useful in a number of NLP applications such as natural language generation ( Iordanskaja et al. , 1991 ) , multidocument summarization ( @@CITATION@@ ) , automatic evaluation of MT ( Denkowski and Lavie , 2010 ) , and TE ( Dinu and Wang , 2009 ) .","MOTIVATION"
"D08-1009_15","While many approaches have addressed this problem , our work is most closely related to that of ( Raina et al. , 2005 ; @@CITATION@@ ; Tatu and Moldovan , 2006 ; Braz et al. , 2005 ) , which convert the inputs into logical forms and then attempt to ` prove ' H from T plus a set of axioms .","COMPARES_CONTRASTS"
"W02-0309_23","While this is simply irrelevant for general-purpose morphological analyzers , dealing with such phenomena is crucial for any attempt to cope adequately with medical free-texts in an IR setting ( @@CITATION@@ ) .","BACKGROUND"
"W05-0709_12","The EDR has close ties to the named entity recognition ( NER ) and coreference resolution tasks , which have been the focus of several recent investigations ( Bikel et al. , 1997 ; Miller et al. , 1998 ; Borthwick , 1999 ; Mikheev et al. , 1999 ; Soon et al. , 2001 ; Ng and Cardie , 2002 ; @@CITATION@@ ) , and have been at the center of evaluations such as : MUC-6 , MUC-7 , and the CoNLL '02 and CoNLL '03 shared tasks .","BACKGROUND"
"J06-2002_16","In English , where the base form is morphologically simpler than the other two , this rule could be argued to follow from Gricean principles ( @@CITATION@@ ) .","BACKGROUND"
"P00-1012_8","More generally , distributional clustering techniques ( Sch Â¨ utze , 1992 ; @@CITATION@@ ) could be applied to extract semantic classes from the corpus itself .","FUTURE"
"W06-1705_27","The use of the web as a corpus for teaching and research on language has been proposed a number of times ( Kilgarriff , 2001 ; Robb , 2003 ; @@CITATION@@ ; Fletcher , 2001 , 2004b ) and received a special issue of the journal Computational Linguistics ( Kilgarriff and Grefenstette , 2003 ) .","BACKGROUND"
"J03-3004_31","@@CITATION@@ replicates the work of Fung and McKeown with different language pairs using the simpler metric of Levenshtein distance .","BACKGROUND"
"J09-4010_7","â¢ Only an automatic evaluation was performed , which relied on having model responses ( @@CITATION@@ ; Berger et al. 2000 ) .","COMPARES_CONTRASTS"
"E99-1022_13","Typed feature grammars can be used as the basis for implementations of Head-driven Phrase Structure Grammar ( HPSG ; @@CITATION@@ ) as discussed in ( Gotz and Meurers , 1997a ) and ( Meurers and Minnen , 1997 ) .","BACKGROUND"
"J09-4010_32","In @@CITATION@@a ) we identified several systems that resemble ours in that they provide answers to queries .","BACKGROUND"
"J86-1002_17","The problem of handling ill-formed input has been studied by Carbonell and Hayes ( 1983 ) , Granger ( 1983 ) , @@CITATION@@ , Kwasny and Sondheimer ( 1981 ) , Riesbeck and Schank ( 1976 ) , Thompson ( 1980 ) , Weischedel and Black ( 1980 ) , and Weischedel and Sondheimer ( 1983 ) .","COMPARES_CONTRASTS"
"J02-3002_9","A variety of such lists for many languages are already available ( e.g. , @@CITATION@@ ) .","BACKGROUND"
"J06-2002_34","In principle , this might be done by providing the generator with vague input -- in which case no special algorithms are needed -- but suitably contextualized vague input is often not available ( @@CITATION@@ ) .","MOTIVATION"
"N10-1084_24","Liu et al. ( 2005 ) , Meral et al. ( 2007 ) , Murphy ( 2001 ) , Murphy and Vogel ( 2007 ) and @@CITATION@@a ) all belong to the syntactic transformation category .","BACKGROUND"
"P97-1063_19","We induced a two-class word-to-word model of translational equivalence from 13 million words of the Canadian Hansards , aligned using the method in ( @@CITATION@@ ) .","USES"
"N04-2004_23","@@CITATION@@ observes that accomplishments differ from achievements only in terms of event duration , which is often a question of granularity .","BACKGROUND"
"J86-1002_7","[ The current system should be distinguished from an earlier voice system ( VNLC , @@CITATION@@ ) , which had no expectation and which handled discrete speech where a 300 millisecond pause must follow each word . ]","COMPARES_CONTRASTS"
"W01-0706_30","Thus , over the past few years , along with advances in the use of learning and statistical methods for acquisition of full parsers ( Collins , 1997 ; Charniak , 1997a ; Charniak , 1997b ; Ratnaparkhi , 1997 ) , significant progress has been made on the use of statistical learning methods to recognize shallow parsing patterns syntactic phrases or words that participate in a syntactic relationship ( Church , 1988 ; @@CITATION@@ ; Argamon et al. , 1998 ; Cardie and Pierce , 1998 ; Munoz et al. , 1999 ; Punyakanok and Roth , 2001 ; Buchholz et al. , 1999 ; Tjong Kim Sang and Buchholz , 2000 ) .","BACKGROUND"
"W06-3813_21","He was a grammarian who analysed Sanskrit ( @@CITATION@@ ) .","BACKGROUND"
"J07-1005_9","After much exploration , @@CITATION@@ discovered that it was not practical to annotate PICO entities at the phrase level due to significant unresolvable disagreement and interannotator reliability issues .","BACKGROUND"
"J91-2003_7","The necessity of this kind of merging of arguments has been recognized before : @@CITATION@@ call it abductive unification/matching , Hobbs ( 1978 , 1979 ) refers to such operations using the terms knitting or petty conversational implicature .","BACKGROUND"
"K15-1002_36","The OntoNotes-5 .0 dataset , which is released for the CoNLL-2012 Shared Task ( @@CITATION@@ ) , contains 3,145 annotated documents .","USES"
"P07-1068_25","and @@CITATION@@ , as described below .","COMPARES_CONTRASTS"
"D08-1004_6","We collect substring rationales for a sentiment classification task ( @@CITATION@@ ) and use them to obtain significant accuracy improvements for each annotator .","USES"
"P13-3018_7","We apply two different priming experiments namely , the cross modal priming and masked priming experiment discussed in ( @@CITATION@@ ; Rastle et al. , 2000 ; Marslen-Wilson et al. , 1994 ; Marslen-Wilson et al. , 2008 ) for Bangla morphologically complex words .","USES"
"W06-1639_46","Recently , several alternative , often quite sophisticated approaches to collective classification have been proposed ( Neville and Jensen , 2000 ; Lafferty et al. , 2001 ; Getoor et al. , 2002 ; Taskar et al. , 2002 ; Taskar et al. , 2003 ; @@CITATION@@ ; McCallum and Wellner , 2004 ) .","BACKGROUND"
"W06-1639_15","More sophisticated approaches have been proposed ( Hillard et al. , 2003 ) , including an extension that , in an interesting reversal of our problem , makes use of sentimentpolarity indicators within speech segments ( @@CITATION@@ ) .","BACKGROUND"
"J86-1002_33","The expectation parser uses an ATN-like representation for its grammar ( @@CITATION@@ ) .","USES"
"J09-4010_5","â¢ Only an automatic evaluation was performed , which relied on having model responses ( Berger and Mittal 2000 ; @@CITATION@@ ) .","COMPARES_CONTRASTS"
"J02-3002_36","The error rate on sentence boundaries in the Brown corpus was not significantly worse than the lowest quoted before ( @@CITATION@@ : 0.28 % vs. 0.20 % error rate ) .","COMPARES_CONTRASTS"
"D14-1222_6","We follow our previous work ( @@CITATION@@b ) and restrict bridging to non-coreferential cases .","EXTENDS"
"J09-4010_52","In our case , the clustering is performed by the program Snob , which implements mixture modeling combined with model selection based on the Minimum Message Length ( MML ) criterion ( @@CITATION@@ ; Wallace 2005 ) .","USES"
"D14-1157_26","This is in line with our previous findings from ( @@CITATION@@ ) that candidates with higher power attempt to shift topics less often than others when responding to moderators .","COMPARES_CONTRASTS"
"W06-1639_34","As has been previously observed and exploited in the NLP literature ( @@CITATION@@ ; Agarwal and Bhattacharyya , 2005 ; Barzilay and Lapata , 2005 ) , the above optimization function , unlike many others that have been proposed for graph or set partitioning , can be solved exactly in an provably efficient manner via methods for finding minimum cuts in graphs .","COMPARES_CONTRASTS"
"P97-1063_11","It is analogous to the step in other translation model induction algorithms that sets all probabilities below a certain threshold to negligible values ( Brown et al. , 1990 ; @@CITATION@@ ; Chen , 1996 ) .","BACKGROUND"
"D09-1056_21","It provides a fine grained NE recognition covering 100 different NE types ( @@CITATION@@ ) .","USES"
"A00-1004_14","Only a few such corpora exist , including the Hansard English-French corpus and the HKUST EnglishChinese corpus ( @@CITATION@@ ) .","BACKGROUND"
"W06-1639_44","Recently , several alternative , often quite sophisticated approaches to collective classification have been proposed ( Neville and Jensen , 2000 ; Lafferty et al. , 2001 ; Getoor et al. , 2002 ; @@CITATION@@ ; Taskar et al. , 2003 ; Taskar et al. , 2004 ; McCallum and Wellner , 2004 ) .","BACKGROUND"
"J09-4010_9","In FAQs , @@CITATION@@ employed a sentence retrieval approach based on a language model where the entire response to an FAQ is considered a sentence , and the questions and answers are embedded in an FAQ document .","BACKGROUND"
"Q13-1020_19","The statistical significance test is performed by the re-sampling approach ( @@CITATION@@ ) .","USES"
"N04-2004_12","With a minimal set of features and a small number of lexical entries , Niyogi ( 2001 ) has successfully modeled many of the argument alternations described by @@CITATION@@ using a Hale and Keyser ( 1993 ) style analysis .","BACKGROUND"
"D13-1038_17","Although evaluated on different data sets , this result is consistent with results from previous work ( Gatt and Belz , 2008 ; @@CITATION@@ ) .","COMPARES_CONTRASTS"
"W06-1104_7","We used the revised experimental setup ( @@CITATION@@ ) , based on discrete relatedness scores and presentation of word pairs in isolation , that is scalable to the higher number of pairs .","USES"
"J87-3002_31","@@CITATION@@ ; Bobrow , 1978 ) consult relatively small lexicons , typically generated by hand .","COMPARES_CONTRASTS"
"E99-1022_14","Typed feature grammars can be used as the basis for implementations of Head-driven Phrase Structure Grammar ( @@CITATION@@ ) .3 ( Meurers and Minnen , 1997 ) propose a compilation of lexical rules into TIT definite clauses","BACKGROUND"
"W06-1639_41","In the United States , for example , governmental bodies are providing and soliciting political documents via the Internet , with lofty goals in mind : electronic rulemaking ( eRulemaking ) initiatives involving the `` electronic collection , distribution , synthesis , and analysis of public commentary in the regulatory rulemaking process '' , may `` [ alter ] the citizen-government relationship '' ( @@CITATION@@ ) .","BACKGROUND"
"W02-0309_12","This will become even more interesting when mappings of our synonym identifiers to a large medical thesaurus ( MeSH , ( @@CITATION@@ ) ) are incorporated into our system .","FUTURE"
"D12-1037_23","( Och and Ney , 2002 ; Blunsom et al. , 2008 ) used maximum likelihood estimation to learn weights for MT. ( Och , 2003 ; @@CITATION@@ ; Zhao and Chen , 2009 ; Galley and Quirk , 2011 ) employed an evaluation metric as a loss function and directly optimized it .","COMPARES_CONTRASTS"
"W14-3902_32","raw length value as a feature , we follow our previous work ( Rubino et al. , 2013 ; @@CITATION@@ ) and create multiple features for length using a decision tree ( J48 ) .","EXTENDS"
"E03-1005_52","Most DOP models , such as in Bod ( 1993 ) , Goodman ( 1996 ) , Bonnema et al. ( 1997 ) , Sima'an ( 2000 ) and @@CITATION@@ , use a likelihood criterion in defining the best parse tree : they take ( some notion of ) the most likely ( i.e. most probable ) tree as a candidate for the best tree of a sentence .","BACKGROUND"
"J02-3002_4","In some systems such dependencies are learned from labeled examples ( @@CITATION@@ ) .","BACKGROUND"
"J06-2002_28","CD for this type of descriptions along the lines of Section 4 is not difficult once relational descriptions are integrated with a standard GRE algorithm ( @@CITATION@@ , Section 8.6.2 ) : Suppose an initial description is generated describing the set of all those dogs that are in sheds over a given size ( say , size 5 ) ; if this description happens to distinguish an individual dog then this legitimizes the use of the noun phrase the dog in the large shed .","BACKGROUND"
"J87-3002_41","Michiels proposed rules for doing this for infinitive complement codes ; however there seems to be no principled reason not to extend this approach to computing the underlying relations in other types of VP as well as in cases of NP , AP and PP predication ( see @@CITATION@@ , for further discussion ) .","BACKGROUND"
"W06-2807_4","While wikis have spread from a detailed design ( @@CITATION@@ ) , unfortunately blogs have not been designed under a model .","BACKGROUND"
"W06-1104_11","In our experiment , we annotated a high number of pairs similar in size to the test sets by Finkelstein ( 2002 ) and @@CITATION@@ .","COMPARES_CONTRASTS"
"J91-2003_44","notation of @@CITATION@@ is more sophisticated , and may be considered another possibility .","COMPARES_CONTRASTS"
"W00-1017_0","The recent great advances in speech and language technologies have made it possible to build fully implemented spoken dialogue systems ( Aust et al. , 1995 ; @@CITATION@@ ; Zue et al. , 2000 ; Walker et al. , 2000 ) .","BACKGROUND"
"W06-3813_19","Most approaches rely on VerbNet ( @@CITATION@@ ) and FrameNet ( Baker et al. , 1998 ) to provide associations between verbs and semantic roles , that are then mapped onto the current instance , as shown by the systems competing in semantic role labelling competitions ( Carreras and Marquez , 2004 ; Carreras and Marquez , 2005 ) and also ( Gildea and Jurafsky , 2002 ; Pradhan et al. , 2005 ; Shi and Mihalcea , 2005 ) .","BACKGROUND"
"N10-1084_27","@@CITATION@@ aimed to embed information by exploiting the linguistic phenomenon of presupposition , with the idea that some presuppositional information can be removed without changing the meaning of a sentence .","BACKGROUND"
"J07-1005_37","We first identified the most informative unigrams and bigrams using the information gain measure ( Yang and Pedersen 1997 ) , and then selected only the positive outcome predictors using odds ratio ( @@CITATION@@ ) .","USES"
"J07-1005_11","Perhaps some variation of multi-level bulleted lists , appropriately integrated with interface elements for expanding and hiding items , might provide physicians a better overview of the information landscape ; see , for example , @@CITATION@@ .","FUTURE"
"E03-1005_58","Most DOP models , such as in Bod ( 1993 ) , @@CITATION@@ , Bonnema et al. ( 1997 ) , Sima'an ( 2000 ) and Collins & Duffy ( 2002 ) , use a likelihood criterion in defining the best parse tree : they take ( some notion of ) the most likely ( i.e. most probable ) tree as a candidate for the best tree of a sentence .","BACKGROUND"
"P11-1134_1","Some previous works ( @@CITATION@@ ; Zhao et al. , 2009 ; Kouylekov et al. , 2009 ) indicate , as main limitations of the mentioned resources , their limited coverage , their low precision , and the fact that they are mostly suitable to capture relations mainly between single words .","BACKGROUND"
"J07-1005_48","Nugget F-score has been employed as a metric in the TREC question-answering track since 2003 , to evaluate so-called definition and `` other '' questions ( @@CITATION@@ ) .","BACKGROUND"
"J05-3003_18","Manually defined heuristics are used to automatically annotate each tree in the treebank with partially specified HPSG derivation trees : Head/argument/modifier distinctions are made for each node in the tree based on Magerman ( 1994 ) and @@CITATION@@ ;","USES"
"D09-1143_33","Regarding future work , there are many research line that may be followed : i ) Capturing more features by employing external knowledge such as ontological , lexical resource or WordNet-based features ( Basili et al. , 2005a ; Basili et al. , 2005b ; Bloehdorn et al. , 2006 ; Bloehdorn and Moschitti , 2007 ) or shallow semantic trees , ( Giuglea and Moschitti , 2004 ; Giuglea and Moschitti , 2006 ; @@CITATION@@ ; Moschitti et al. , 2007 ; Moschitti , 2008 ; Moschitti et al. , 2008 ) .","FUTURE"
"J07-1005_31","In addition , there has been much work on the application of linguistic and semantic knowledge to information retrieval ; see @@CITATION@@a ) for a brief overview .","BACKGROUND"
"N01-1013_2","However , @@CITATION@@ claims that the log-likelihood chisquared statistic ( G2 ) is more appropriate for corpus-based NLP .","MOTIVATION"
"P02-1001_5","In a log-linear parameterization , for example , a prior that penalizes feature strengths far from 1 can be used to do feature selection and avoid overfitting ( @@CITATION@@ ) .","USES"
"A00-1018_4","This alignment is done on the basis of both length ( Gale and Church @@CITATION@@ ) and a notion of cognateness ( Simard [ 16 ] ) .","USES"
"W01-0706_26","Since earlier versions of the SNoW based CSCL were used only to identify single phrases ( Punyakanok and Roth , 2001 ; @@CITATION@@ ) and never to identify a collection of several phrases at the same time , as we do here , we also trained and tested it under the exact conditions of CoNLL-2000 ( Tjong Kim Sang and Buchholz , 2000 ) to compare it to other shallow parsers .","EXTENDS"
"J13-1008_21","A more detailed discussion of the various available Arabic tag sets can be found in @@CITATION@@ .","BACKGROUND"
"D13-1115_34","The high Dirichlet priors are chosen to prevent sparsity in topic distributions , while the other parameters are selected as the best from @@CITATION@@ .","USES"
"J86-1002_10","The resulting speech understanding system is called the Voice Natural Language Computer with Expectation ( VNLCE , @@CITATION@@ ) .","BACKGROUND"
"J15-3005_67","In our previous papers ( @@CITATION@@ ; Zhang , Blackwood , and Clark 2012 ) , we applied a set of beams to this structure , which makes it similar to the data structure used for phrase-based MT decoding ( Koehn 2010 ) .","COMPARES_CONTRASTS"
"J86-1002_2","A number of speech understanding systems have been developed during the past fifteen years ( @@CITATION@@ , Dixon and Martin 1979 , Erman et al. 1980 , Haton and Pierrel 1976 , Lea 1980 , Lowerre and Reddy 1980 , Medress 1980 , Reddy 1976 , Walker 1978 , and Wolf and Woods 1980 ) .","COMPARES_CONTRASTS"
